Date,Week_Number,Product_Name,Daily_Quantity_Sold,Weekly_Total_Quantity_Per_Product,Unit_Price,Revenue_Generated,Estimated_Profit,Weekly_Total_Revenue,Weekly_Total_Profit,Profit_Margin_Percentage,Expense_Allocated,Net_Profit_After_Expense,Net_Profit_Margin_%
2024-01-04,1,Mocha,13,126,220.0,2860.0,1236.912911585562,27720.0,14885.241265334878,0.4324870320229237,346.86328074221365,2513.1367192577864,87.87191326076176
2024-01-04,1,Cold Coffee,30,109,250.0,7500.0,3699.1066570922208,27250.0,13384.443839220088,0.4932142209456294,909.606505442868,6590.393494557132,87.87191326076176
2024-01-04,1,Sandwich,5,134,180.0,900.0,531.2624692396934,24120.0,9281.569827115014,0.5902916324885482,109.15278065314416,790.8472193468558,87.87191326076176
2024-01-04,1,Burger,29,113,220.0,6380.0,3295.1546070293616,24860.0,10029.686874718069,0.5164819133274862,773.7719339633996,5606.2280660366005,87.87191326076176
2024-01-04,1,Pasta,30,144,300.0,9000.0,5414.376735978949,43200.0,21456.74418568832,0.6015974151087721,1091.5278065314417,7908.4721934685585,87.87191326076176
2024-01-04,1,Brownie,10,100,140.0,1400.0,702.9025511758134,14000.0,5929.056975363246,0.5020732508398668,169.79321434933536,1230.2067856506646,87.87191326076176
2024-01-05,1,Espresso,27,147,120.0,3240.0,1770.984462267723,17640.0,9196.08593316287,0.5466001426752232,392.95001035131895,2847.049989648681,87.87191326076176
2024-01-05,1,Cappuccino,18,103,180.0,3240.0,1023.9648510655207,18540.0,8421.48407269732,0.3160385342794817,392.95001035131895,2847.049989648681,87.87191326076176
2024-01-05,1,Latte,15,118,200.0,3000.0,1139.293189434124,23600.0,9703.00842934828,0.3797643964780414,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-05,1,Americano,13,99,150.0,1950.0,782.5072851584381,14850.0,7307.936151487507,0.4012857872607375,236.49769141514565,1713.5023085848543,87.87191326076176
2024-01-05,1,Mocha,9,126,220.0,1980.0,649.2958400080739,27720.0,14885.241265334878,0.3279271919232696,240.13611743691715,1739.8638825630828,87.87191326076176
2024-01-05,1,Cold Coffee,11,109,250.0,2750.0,1049.0612281224917,27250.0,13384.443839220088,0.3814768102263605,333.5223853290516,2416.4776146709482,87.87191326076176
2024-01-05,1,Sandwich,29,134,180.0,5220.0,1750.529611531575,24120.0,9281.569827115014,0.3353505002934052,633.0861277882361,4586.913872211764,87.87191326076177
2024-01-05,1,Burger,15,113,220.0,3300.0,1311.0595115921565,24860.0,10029.686874718069,0.3972907610885322,400.2268623948619,2899.773137605138,87.87191326076176
2024-01-05,1,Pasta,8,144,300.0,2400.0,1253.974933182096,43200.0,21456.74418568832,0.5224895554925401,291.07408174171775,2108.9259182582823,87.87191326076176
2024-01-05,1,Brownie,7,100,140.0,980.0,419.1374373867389,14000.0,5929.056975363246,0.4276912626395295,118.85525004453474,861.1447499554653,87.87191326076176
2024-01-06,1,Espresso,17,147,120.0,2040.0,876.3092105214541,17640.0,9196.08593316287,0.4295633384909089,247.4129694804601,1792.58703051954,87.87191326076176
2024-01-06,1,Cappuccino,8,103,180.0,1440.0,537.5915435088298,18540.0,8421.48407269732,0.3733274607700206,174.64444904503065,1265.3555509549694,87.87191326076177
2024-01-06,1,Latte,16,118,200.0,3200.0,1259.015160695007,23600.0,9703.00842934828,0.3934422377171896,388.0987756556236,2811.9012243443763,87.87191326076176
2024-01-06,1,Americano,16,99,150.0,2400.0,1506.7898536784949,14850.0,7307.936151487507,0.6278291056993729,291.07408174171775,2108.9259182582823,87.87191326076176
2024-01-06,1,Mocha,24,126,220.0,5280.0,2781.569391935705,27720.0,14885.241265334878,0.5268123848363078,640.3629798317791,4639.637020168221,87.87191326076177
2024-01-06,1,Cold Coffee,13,109,250.0,3250.0,1667.886518946199,27250.0,13384.443839220088,0.5131958519834459,394.1628190252428,2855.8371809747573,87.87191326076176
2024-01-06,1,Sandwich,30,134,180.0,5400.0,1943.4520450944035,24120.0,9281.569827115014,0.3598985268693339,654.9166839188649,4745.083316081135,87.87191326076177
2024-01-06,1,Burger,6,113,220.0,1320.0,732.8565806530612,24860.0,10029.686874718069,0.5551943792826222,160.09074495794476,1159.9092550420553,87.87191326076177
2024-01-06,1,Pasta,28,144,300.0,8400.0,3000.4033316600694,43200.0,21456.74418568832,0.3571908728166749,1018.759286096012,7381.240713903988,87.87191326076176
2024-01-06,1,Brownie,19,100,140.0,2660.0,1151.27301627637,14000.0,5929.056975363246,0.4328094046151767,322.6071072637372,2337.3928927362626,87.87191326076176
2024-01-07,1,Espresso,22,147,120.0,2640.0,1706.319575988214,17640.0,9196.08593316287,0.6463331727228083,320.18148991588953,2319.8185100841106,87.87191326076177
2024-01-07,1,Cappuccino,8,103,180.0,1440.0,754.5598789664627,18540.0,8421.48407269732,0.5239999159489325,174.64444904503065,1265.3555509549694,87.87191326076177
2024-01-07,1,Latte,17,118,200.0,3400.0,1682.7701950918292,23600.0,9703.00842934828,0.4949324103211262,412.35494913410014,2987.6450508659,87.87191326076177
2024-01-07,1,Americano,7,99,150.0,1050.0,566.595737238779,14850.0,7307.936151487507,0.5396149878464561,127.3449107620015,922.6550892379985,87.87191326076176
2024-01-07,1,Mocha,22,126,220.0,4840.0,2879.791152801537,27720.0,14885.241265334878,0.5949981720664334,586.9993981791308,4253.00060182087,87.87191326076177
2024-01-07,1,Cold Coffee,14,109,250.0,3500.0,2000.59989164415,27250.0,13384.443839220088,0.5715999690411857,424.4830358733384,3075.5169641266616,87.87191326076176
2024-01-07,1,Sandwich,25,134,180.0,4500.0,1710.7507133434642,24120.0,9281.569827115014,0.3801668251874365,545.7639032657208,3954.2360967342793,87.87191326076176
2024-01-07,1,Burger,24,113,220.0,5280.0,1643.3212507346616,24860.0,10029.686874718069,0.3112350853664132,640.3629798317791,4639.637020168221,87.87191326076177
2024-01-07,1,Pasta,16,144,300.0,4800.0,1969.9611207392577,43200.0,21456.74418568832,0.4104085668206786,582.1481634834355,4217.851836516565,87.87191326076176
2024-01-07,1,Brownie,23,100,140.0,3220.0,1267.7439672246169,14000.0,5929.056975363246,0.3937093065914959,390.52439300347135,2829.4756069965288,87.87191326076176
2024-01-08,2,Espresso,11,137,120.0,1320.0,493.4740737368829,16440.0,7046.984438370193,0.3738439952552143,160.09074495794476,1159.9092550420553,87.87191326076177
2024-01-08,2,Cappuccino,27,110,180.0,4860.0,3061.889424083928,19800.0,9440.134919939208,0.630018400017269,589.4250155269784,4270.574984473022,87.87191326076176
2024-01-08,2,Latte,7,106,200.0,1400.0,849.4201369716078,21200.0,11464.498890575816,0.6067286692654341,169.79321434933536,1230.2067856506646,87.87191326076176
2024-01-08,2,Americano,6,135,150.0,900.0,369.1235324515205,20250.0,9740.270661808016,0.4101372582794673,109.15278065314416,790.8472193468558,87.87191326076176
2024-01-08,2,Mocha,26,135,220.0,5720.0,3028.18820792035,29700.0,11944.780064416353,0.5294035328532081,693.7265614844273,5026.273438515573,87.87191326076176
2024-01-08,2,Cold Coffee,12,87,250.0,3000.0,1315.4134961136974,21750.0,10060.087727433362,0.4384711653712325,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-08,2,Sandwich,29,133,180.0,5220.0,3236.878446455973,23940.0,11411.557735103615,0.6200916564091903,633.0861277882361,4586.913872211764,87.87191326076177
2024-01-08,2,Burger,14,159,220.0,3080.0,1418.6422970892158,34980.0,18091.74899875114,0.4605981484055895,373.54507156853776,2706.454928431462,87.87191326076176
2024-01-08,2,Pasta,7,112,300.0,2100.0,824.6869223760685,33600.0,17068.67035108576,0.3927080582743184,254.689821524003,1845.310178475997,87.87191326076176
2024-01-08,2,Brownie,12,104,140.0,1680.0,649.0169745240622,14560.0,6929.054844815235,0.3863196276928942,203.75185721920244,1476.2481427807975,87.87191326076176
2024-01-09,2,Espresso,8,137,120.0,960.0,476.6196930788186,16440.0,7046.984438370193,0.4964788469571027,116.42963269668711,843.5703673033129,87.87191326076176
2024-01-09,2,Cappuccino,17,110,180.0,3060.0,1199.3962627280637,19800.0,9440.134919939208,0.3919595629830273,371.1194542206901,2688.88054577931,87.87191326076177
2024-01-09,2,Latte,13,106,200.0,2600.0,1311.9732511034215,21200.0,11464.498890575816,0.5046050965782392,315.3302552201942,2284.669744779806,87.87191326076177
2024-01-09,2,Americano,19,135,150.0,2850.0,1750.5783263934711,20250.0,9740.270661808016,0.614238009260867,345.65047206828984,2504.3495279317103,87.87191326076177
2024-01-09,2,Mocha,25,135,220.0,5500.0,2418.8459723952647,29700.0,11944.780064416353,0.439790176799139,667.0447706581032,4832.9552293418965,87.87191326076176
2024-01-09,2,Cold Coffee,16,87,250.0,4000.0,1507.0490628201967,21750.0,10060.087727433362,0.3767622657050491,485.12346956952956,3514.8765304304707,87.87191326076177
2024-01-09,2,Sandwich,10,133,180.0,1800.0,1168.4486920919194,23940.0,11411.557735103615,0.6491381622732886,218.30556130628833,1581.6944386937116,87.87191326076176
2024-01-09,2,Burger,16,159,220.0,3520.0,1683.7363938094045,34980.0,18091.74899875114,0.4783342027867626,426.908653221186,3093.091346778814,87.87191326076177
2024-01-09,2,Pasta,16,112,300.0,4800.0,1592.7278124519737,33600.0,17068.67035108576,0.3318182942608279,582.1481634834355,4217.851836516565,87.87191326076176
2024-01-09,2,Brownie,11,104,140.0,1540.0,487.3957263539319,14560.0,6929.054844815235,0.3164907313986571,186.77253578426888,1353.227464215731,87.87191326076176
2024-01-10,2,Espresso,26,137,120.0,3120.0,1055.7368503429198,16440.0,7046.984438370193,0.3383771956227307,378.3963062642331,2741.6036937357667,87.87191326076176
2024-01-10,2,Cappuccino,13,110,180.0,2340.0,1215.8783081548308,19800.0,9440.134919939208,0.5196061145960815,283.79722969817476,2056.2027703018252,87.87191326076176
2024-01-10,2,Latte,27,106,200.0,5400.0,3117.0299986460022,21200.0,11464.498890575816,0.5772277775270375,654.9166839188649,4745.083316081135,87.87191326076177
2024-01-10,2,Americano,26,135,150.0,3900.0,1746.2483546815686,20250.0,9740.270661808016,0.4477559883798894,472.9953828302913,3427.0046171697086,87.87191326076176
2024-01-10,2,Mocha,25,135,220.0,5500.0,1772.2908343425174,29700.0,11944.780064416353,0.322234697153185,667.0447706581032,4832.9552293418965,87.87191326076176
2024-01-10,2,Cold Coffee,7,87,250.0,1750.0,758.7418129852538,21750.0,10060.087727433362,0.4335667502772878,212.2415179366692,1537.7584820633308,87.87191326076176
2024-01-10,2,Sandwich,24,133,180.0,4320.0,2802.135526923026,23940.0,11411.557735103615,0.6486424830840338,523.9333471350919,3796.066652864908,87.87191326076176
2024-01-10,2,Burger,25,159,220.0,5500.0,2668.545114315839,34980.0,18091.74899875114,0.485190020784698,667.0447706581032,4832.9552293418965,87.87191326076176
2024-01-10,2,Pasta,10,112,300.0,3000.0,1919.6322964942992,33600.0,17068.67035108576,0.6398774321647664,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-10,2,Brownie,22,104,140.0,3080.0,1851.920519008789,14560.0,6929.054844815235,0.6012728957820743,373.54507156853776,2706.454928431462,87.87191326076176
2024-01-11,2,Espresso,28,137,120.0,3360.0,1021.501681804756,16440.0,7046.984438370193,0.3040183576799868,407.50371443840487,2952.496285561595,87.87191326076176
2024-01-11,2,Cappuccino,12,110,180.0,2160.0,1192.865695436307,19800.0,9440.134919939208,0.5522526367760681,261.96667356754597,1898.033326432454,87.87191326076176
2024-01-11,2,Latte,10,106,200.0,2000.0,1077.1972583186025,21200.0,11464.498890575816,0.5385986291593012,242.56173478476478,1757.4382652152353,87.87191326076177
2024-01-11,2,Americano,19,135,150.0,2850.0,1390.6279045827732,20250.0,9740.270661808016,0.4879396156430783,345.65047206828984,2504.3495279317103,87.87191326076177
2024-01-11,2,Mocha,17,135,220.0,3740.0,1471.2741736478786,29700.0,11944.780064416353,0.3933888164833899,453.5904440475102,3286.40955595249,87.87191326076176
2024-01-11,2,Cold Coffee,13,87,250.0,3250.0,1704.0940458845316,21750.0,10060.087727433362,0.5243366295029328,394.1628190252428,2855.8371809747573,87.87191326076176
2024-01-11,2,Sandwich,25,133,180.0,4500.0,1525.6946734135054,23940.0,11411.557735103615,0.3390432607585567,545.7639032657208,3954.2360967342793,87.87191326076176
2024-01-11,2,Burger,27,159,220.0,5940.0,2685.876956141069,34980.0,18091.74899875114,0.4521678377341868,720.4083523107514,5219.591647689249,87.87191326076177
2024-01-11,2,Pasta,22,112,300.0,6600.0,3028.101761620467,33600.0,17068.67035108576,0.4588032972152223,800.4537247897238,5799.546275210276,87.87191326076176
2024-01-11,2,Brownie,12,104,140.0,1680.0,1064.843765382395,14560.0,6929.054844815235,0.633835574632378,203.75185721920244,1476.2481427807975,87.87191326076176
2024-01-12,2,Espresso,26,137,120.0,3120.0,1892.431410892988,16440.0,7046.984438370193,0.606548529132368,378.3963062642331,2741.6036937357667,87.87191326076176
2024-01-12,2,Cappuccino,15,110,180.0,2700.0,1058.9026529597809,19800.0,9440.134919939208,0.3921861677628817,327.45834195943246,2372.5416580405677,87.87191326076177
2024-01-12,2,Latte,29,106,200.0,5800.0,2756.1898094921057,21200.0,11464.498890575816,0.4752051395676044,703.4290308758178,5096.570969124182,87.87191326076176
2024-01-12,2,Americano,29,135,150.0,4350.0,1576.9974881071248,20250.0,9740.270661808016,0.3625281581855459,527.5717731568634,3822.4282268431366,87.87191326076176
2024-01-12,2,Mocha,6,135,220.0,1320.0,817.6340617773071,29700.0,11944.780064416353,0.6194197437706872,160.09074495794476,1159.9092550420553,87.87191326076177
2024-01-12,2,Cold Coffee,12,87,250.0,3000.0,1814.0444983286047,21750.0,10060.087727433362,0.6046814994428684,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-12,2,Sandwich,6,133,180.0,1080.0,436.8121311675832,23940.0,11411.557735103615,0.4044556770070215,130.98333678377298,949.016663216227,87.87191326076176
2024-01-12,2,Burger,30,159,220.0,6600.0,3455.973333140472,34980.0,18091.74899875114,0.5236323232031018,800.4537247897238,5799.546275210276,87.87191326076176
2024-01-12,2,Pasta,15,112,300.0,4500.0,2309.1280830151213,33600.0,17068.67035108576,0.5131395740033603,545.7639032657208,3954.2360967342793,87.87191326076176
2024-01-12,2,Brownie,17,104,140.0,2380.0,841.3151107018457,14560.0,6929.054844815235,0.3534937439923721,288.6484643938701,2091.35153560613,87.87191326076176
2024-01-13,2,Espresso,13,137,120.0,1560.0,884.3308968410325,16440.0,7046.984438370193,0.5668787800263029,189.19815313211654,1370.8018468678833,87.87191326076176
2024-01-13,2,Cappuccino,7,110,180.0,1260.0,615.866152282755,19800.0,9440.134919939208,0.488782660541869,152.81389291440183,1107.1861070855982,87.87191326076177
2024-01-13,2,Latte,11,106,200.0,2200.0,1259.5423885455298,21200.0,11464.498890575816,0.5725192675206954,266.81790826324124,1933.1820917367588,87.87191326076177
2024-01-13,2,Americano,23,135,150.0,3450.0,1675.4020591756769,20250.0,9740.270661808016,0.4856237852683121,418.4189925037192,3031.581007496281,87.87191326076177
2024-01-13,2,Mocha,27,135,220.0,5940.0,1783.1889720499944,29700.0,11944.780064416353,0.3002001636447802,720.4083523107514,5219.591647689249,87.87191326076177
2024-01-13,2,Cold Coffee,15,87,250.0,3750.0,1550.4548248186334,21750.0,10060.087727433362,0.4134546199516355,454.803252721434,3295.196747278566,87.87191326076176
2024-01-13,2,Sandwich,11,133,180.0,1980.0,607.4973824733818,23940.0,11411.557735103615,0.3068168598350413,240.13611743691715,1739.8638825630828,87.87191326076176
2024-01-13,2,Burger,25,159,220.0,5500.0,3438.514836309388,34980.0,18091.74899875114,0.625184515692616,667.0447706581032,4832.9552293418965,87.87191326076176
2024-01-13,2,Pasta,20,112,300.0,6000.0,3645.315943428687,33600.0,17068.67035108576,0.6075526572381145,727.6852043542943,5272.314795645706,87.87191326076177
2024-01-13,2,Brownie,17,104,140.0,2380.0,1406.7773859578626,14560.0,6929.054844815235,0.5910829352764129,288.6484643938701,2091.35153560613,87.87191326076176
2024-01-14,2,Espresso,25,137,120.0,3000.0,1222.8898316727946,16440.0,7046.984438370193,0.4076299438909315,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-14,2,Cappuccino,19,110,180.0,3420.0,1095.3364242935424,19800.0,9440.134919939208,0.3202738082729656,414.78056648194774,3005.219433518052,87.87191326076176
2024-01-14,2,Latte,9,106,200.0,1800.0,1093.1460474985454,21200.0,11464.498890575816,0.6073033597214141,218.30556130628833,1581.6944386937116,87.87191326076176
2024-01-14,2,Americano,13,135,150.0,1950.0,1231.292996415881,20250.0,9740.270661808016,0.6314323058542979,236.49769141514565,1713.5023085848543,87.87191326076176
2024-01-14,2,Mocha,9,135,220.0,1980.0,653.35784228304,29700.0,11944.780064416353,0.3299787082237576,240.13611743691715,1739.8638825630828,87.87191326076176
2024-01-14,2,Cold Coffee,12,87,250.0,3000.0,1410.2899864824444,21750.0,10060.087727433362,0.4700966621608148,363.84260217714717,2636.157397822853,87.87191326076177
2024-01-14,2,Sandwich,28,133,180.0,5040.0,1634.0908825782285,23940.0,11411.557735103615,0.3242243814639342,611.2555716576073,4428.744428342393,87.87191326076177
2024-01-14,2,Burger,22,159,220.0,4840.0,2740.4600679457503,34980.0,18091.74899875114,0.566210757840031,586.9993981791308,4253.00060182087,87.87191326076177
2024-01-14,2,Pasta,22,112,300.0,6600.0,3749.0775316991417,33600.0,17068.67035108576,0.5680420502574457,800.4537247897238,5799.546275210276,87.87191326076176
2024-01-14,2,Brownie,13,104,140.0,1820.0,627.7853628863489,14560.0,6929.054844815235,0.344937012574917,220.73117865413596,1599.2688213458641,87.87191326076177
2024-01-15,3,Espresso,28,131,120.0,3360.0,1566.9320766441078,15720.0,7785.750476904059,0.4663488323345559,407.50371443840487,2952.496285561595,87.87191326076176
2024-01-15,3,Cappuccino,23,127,180.0,4140.0,2038.6654069741735,22860.0,11830.797929788429,0.4924312577232304,502.10279100446314,3637.897208995537,87.87191326076176
2024-01-15,3,Latte,18,117,200.0,3600.0,1413.9713524644744,23400.0,11405.225870747288,0.3927698201290207,436.61112261257665,3163.3888773874232,87.87191326076176
2024-01-15,3,Americano,23,102,150.0,3450.0,2088.4628971104485,15300.0,8266.691893228002,0.6053515643798402,418.4189925037192,3031.581007496281,87.87191326076177
2024-01-15,3,Mocha,17,138,220.0,3740.0,1675.887563722961,30360.0,14966.987291802328,0.4480982790703104,453.5904440475102,3286.40955595249,87.87191326076176
2024-01-15,3,Cold Coffee,16,137,250.0,4000.0,1496.5174876189149,34250.0,13409.98972917006,0.3741293719047287,485.12346956952956,3514.8765304304707,87.87191326076177
2024-01-15,3,Sandwich,12,130,180.0,2160.0,1055.7078431172706,23400.0,10952.297243671514,0.4887536310728104,261.96667356754597,1898.033326432454,87.87191326076176
2024-01-15,3,Burger,9,135,220.0,1980.0,1099.8422308793536,29700.0,13047.49843066674,0.5554758741814917,240.13611743691715,1739.8638825630828,87.87191326076176
2024-01-15,3,Pasta,21,155,300.0,6300.0,2333.538094774279,46500.0,20361.37146545955,0.3704028721863935,764.0694645720091,5535.930535427991,87.87191326076177
2024-01-15,3,Brownie,20,105,140.0,2800.0,1145.4819654748771,14700.0,6921.837441762225,0.4091007019553132,339.5864286986707,2460.4135713013293,87.87191326076176
2024-01-16,3,Espresso,7,131,120.0,840.0,544.5739108583031,15720.0,7785.750476904059,0.6483022748313132,101.87592860960122,738.1240713903987,87.87191326076176
2024-01-16,3,Cappuccino,29,127,180.0,5220.0,2753.3272113072817,22860.0,11830.797929788429,0.5274573201738088,633.0861277882361,4586.913872211764,87.87191326076177
2024-01-16,3,Latte,6,117,200.0,1200.0,544.0020352440916,23400.0,11405.225870747288,0.4533350293700764,145.53704087085887,1054.4629591291412,87.87191326076176
2024-01-16,3,Americano,8,102,150.0,1200.0,577.381853234948,15300.0,8266.691893228002,0.4811515443624567,145.53704087085887,1054.4629591291412,87.87191326076176
2024-01-16,3,Mocha,9,138,220.0,1980.0,677.8559077367081,30360.0,14966.987291802328,0.342351468553893,240.13611743691715,1739.8638825630828,87.87191326076176
2024-01-16,3,Cold Coffee,25,137,250.0,6250.0,2366.525424756532,34250.0,13409.98972917006,0.3786440679610451,758.0054212023899,5491.99457879761,87.87191326076177
2024-01-16,3,Sandwich,10,130,180.0,1800.0,752.9939041528969,23400.0,10952.297243671514,0.4183299467516094,218.30556130628833,1581.6944386937116,87.87191326076176
2024-01-16,3,Burger,30,135,220.0,6600.0,3338.993139636209,29700.0,13047.49843066674,0.5059080514600317,800.4537247897238,5799.546275210276,87.87191326076176
2024-01-16,3,Pasta,26,155,300.0,7800.0,2968.213219988655,46500.0,20361.37146545955,0.3805401564088019,945.9907656605826,6854.009234339417,87.87191326076176
2024-01-16,3,Brownie,18,105,140.0,2520.0,950.2317330862754,14700.0,6921.837441762225,0.3770760845580458,305.62778582880367,2214.3722141711964,87.87191326076177
2024-01-17,3,Espresso,24,131,120.0,2880.0,935.5610306971048,15720.0,7785.750476904059,0.3248475801031614,349.2888980900613,2530.711101909939,87.87191326076177
2024-01-17,3,Cappuccino,7,127,180.0,1260.0,656.3164041561135,22860.0,11830.797929788429,0.5208860350445346,152.81389291440183,1107.1861070855982,87.87191326076177
2024-01-17,3,Latte,17,117,200.0,3400.0,1292.4407227352735,23400.0,11405.225870747288,0.380129624333904,412.35494913410014,2987.6450508659,87.87191326076177
2024-01-17,3,Americano,17,102,150.0,2550.0,1573.0873616079691,15300.0,8266.691893228002,0.6168970045521448,309.2662118505751,2240.733788149425,87.87191326076177
2024-01-17,3,Mocha,24,138,220.0,5280.0,3172.606219668924,30360.0,14966.987291802328,0.6008723900888113,640.3629798317791,4639.637020168221,87.87191326076177
2024-01-17,3,Cold Coffee,19,137,250.0,4750.0,1542.8003441898863,34250.0,13409.98972917006,0.3248000724610287,576.0841201138163,4173.915879886184,87.87191326076176
2024-01-17,3,Sandwich,21,130,180.0,3780.0,1448.8801312701803,23400.0,10952.297243671514,0.3833016220291483,458.44167874320544,3321.5583212567944,87.87191326076176
